Reviews,Positive,Negative,Neutral
dear guest thank you for taking out the time to share this valuable feedback with us as grand hyatt mumbai we strive to deliver a superior service to all our guests and try to exceed our guests expectations we are absolutely delighted to know we could deliver so in your case too we are delighted to know we were able to create a memorable experience for you and the grand hyatt team will be highly motivated by your constructive comments grand hyatt stands with delivering the best of luxury hospitality and service and we are much delighted to know that you enjoyed every bit of it look forward to welcoming you back very soon warm regards dietmar kielnhofer  general manager grand hyatt mumbai hotel and residences read more,0.332,0.0,0.668
good staff  great rooms  had a good time attending a wedding at grand hyatt mumbai  the venues are amazing  and the food was good  had an excellent experience with family from check in to check out everything was seamless read more,0.407,0.0,0.593
dear guest  thank you very much for taking out the time to post your lovely review at grand hyatt mumbai we strive to ensure and deliver the best of services and create an experience for all our guests it is wonderful to learn we were able to make your overall experience special at grand hyatt mumbai we are grateful for this compliment looking forward to welcoming you back very soon warm regards dietmar kielnhofer  general manager grand hyatt mumbai hotel and residences read more,0.391,0.0,0.609
it was a beautiful experience in the hotel i really love the interior and beautiful view of the hotel  staff is really co operative especially the butler i got from the hotel was amazing tysm manoj  because of u i feel half of the burden was less  thank u again  these three days was fabulous and amazing lifetime memories with this hotel and staff tysm  read more,0.292,0.033,0.675
dear guest  thank you very much for taking out the time to post your lovely review at grand hyatt mumbai we strive to ensure and deliver the best of services and create an experience for all our guests it is wonderful to learn we were able to make your overall stay special at grand hyatt mumbai we are grateful for this compliment looking forward to welcoming you back very soon warm regards dietmar kielnhofer  general manager grand hyatt mumbai hotel and residences read more,0.391,0.0,0.609
i had a memorable birthday lunch at china house the food was exquisite and diverse and i savored the taste and quality the staff was warm and attentive especially surya and kuldeep they catered to our needs and comfort the ambience was amazing with a cozy and elegant decor i would highly recommend this restaurant to anyone who wants a splendid meal and serviceread more,0.233,0.0,0.767
dear guest  thank you very much for taking out the time to post your lovely review at grand hyatt mumbai we strive to ensure and deliver the best of services and create an experience for all our guests it is wonderful to learn we were able to make your overall experience special at grand hyatt mumbai we are grateful for this compliment looking forward to welcoming you back very soon warm regards dietmar kielnhofer  general manager grand hyatt mumbai hotel and residences read more,0.391,0.0,0.609
i have been here many times but not since covid so wasnt sure what to expect but neednt have worried from start to finish we were well looked after by manashi on the club floor the room was great and so were the club business facilities  the clubroom evening  food was always a nice addition but under chef farid it really excels with flavours hitting european tastes exactly  nice to see gunals smiling face again making us welcome in the club breakfast in the club seems to have been pared back though  really missed the dosas i used to have  the hotel pool and gym are a very welcome addition and well maintained  overall fantastic stay thanks everyone read more,0.296,0.038,0.666
dear guest thank you for taking out the time to share this valuable feedback with us as grand hyatt mumbai we strive to deliver a superior service to all our guests and try to exceed our guests expectations we are absolutely delighted to know we could deliver so in your case too we are delighted to know we were able to create a memorable experience for you and the grand hyatt team will be highly motivated by your constructive comments grand hyatt stands with delivering the best of luxury hospitality and service and we are much delighted to know that you enjoyed every bit of it look forward to welcoming you back very soon warm regards dietmar kielnhofer  general manager grand hyatt mumbai hotel and residences read more,0.332,0.0,0.668
we had dinner at banquets but trust me they gave another level service in banquets specially rajeshvinodsachinamit himanshu and kalpesh apart from this food were awesome thanks to banquets chefs and team for lovely food great service banquets team keep it up read more,0.389,0.0,0.611
dear guest  thank you very much for taking out the time to post your lovely review at grand hyatt mumbai we strive to ensure and deliver the best of services and create an experience for all our guests it is wonderful to learn we were able to make your overall event experience special at grand hyatt mumbai we are grateful for this compliment looking forward to welcoming you back very soon warm regards dietmar kielnhofer  general manager grand hyatt mumbai hotel and residencesread more,0.391,0.0,0.609
enjoyed a fantastic diwali celebration at the hotel the event was wellorganized and the staff was attentive beautiful ambiance and delicious food made it a memorable experience  special thanks to abu  obaid for support and showing their utmost caring towards our requirements   sayan john rajesh  kalpesh for amazing banquet logistics and execution  chef darshan chef pawan and entire kitchen team for delicious dinner   i would also like to thank entire engineering team for their extended support  read more,0.388,0.0,0.612
dear guest  thank you very much for taking out the time to post your lovely review at grand hyatt mumbai we strive to ensure and deliver the best of services and create an experience for all our guests it is wonderful to learn we were able to make your overall event special at grand hyatt mumbai we are grateful for this compliment looking forward to welcoming you back very soon warm regards dietmar kielnhofer  general manager grand hyatt mumbai hotel and residences read more,0.391,0.0,0.609
